cos_sim,cos_wm_sim,alignment,length_ratio,distances,fuzzy_ratio,fuzzy_partial_ratio,fuzzy_token_sort,fuzzy_token_set,Score
0.6151190951203087,0.361756903590322,0.48148148148148145,2.0,18.069,0.42,0.42,0.42,0.45,2.5
0.40350370404830876,0.256627356369277,0.0,0.333,15.078,0.38,0.48,0.36,0.43,3.5
0.4161655665123098,0.2628432548048935,0.1111111111111111,1.0,15.593,0.37,0.4,0.4,0.42,2.0
0.3795999121363041,0.24437046115422442,0.2,0.111,15.451,0.14,1.0,0.14,1.0,3.0
0.5784621311810147,0.34397371721587405,0.15384615384615385,1.889,16.723,0.43,0.51,0.4,0.38,1.5
0.3927005415043397,0.24528389565511052,0.05128205128205128,18.5,50.238,0.12,0.52,0.11,0.14,4.5
0.3681515994454865,0.23704891294514793,0.0,14.0,38.829,0.15,0.43,0.12,0.16,5.0
0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5
0.5034158536330396,0.3006415517194605,0.08695652173913043,10.5,29.687,0.17,0.48,0.18,0.22,2.5
0.42039666121252894,0.25913195550920515,0.0,4.0,10.169,0.32,0.48,0.29,0.29,3.5
0.3396798959417254,0.21877357287380333,0.0,5.5,14.385,0.26,0.39,0.28,0.28,1.0
0.48945471073232066,0.293660980269101,0.36363636363636365,4.5,14.194,0.27,0.52,0.25,0.27,4.0
0.4789700300743448,0.2884186399401131,0.125,7.0,20.533,0.21,0.48,0.23,0.26,2.5
0.5559863179945626,0.32692678390022195,0.4,1.5,5.994,0.64,0.65,0.64,0.65,3.0
0.38479946032127754,0.24133335506357945,0.4,1.5,6.491,0.37,0.39,0.61,0.61,4.0
0.4913486996106921,0.2945408930222439,0.09375,15.0,34.16,0.13,0.48,0.12,0.15,5.0
0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5
0.40341058598305746,0.2506389178944694,0.0,3.0,9.533,0.32,0.35,0.32,0.32,2.0
0.4747979046218074,0.28633257721384436,0.2222222222222222,3.5,11.447,0.38,0.48,0.33,0.35,3.5
0.42240520323932407,0.2601362265226027,0.18181818181818182,4.5,12.646,0.29,0.48,0.31,0.32,4.5
0.4257390579147865,0.26392306023082124,0.04,24.0,62.456,0.09,0.57,0.09,0.65,5.0
0.31136811642455214,0.20461768311521675,0.11764705882352941,7.5,16.562,0.25,0.48,0.24,0.25,4.5
0.48628964472666264,0.29207844726627197,0.16666666666666666,5.0,14.773,0.33,0.61,0.33,0.65,3.5
0.4898525993110269,0.2938599245584541,0.15789473684210525,8.5,21.511,0.2,0.48,0.19,0.23,4.0
0.3323824520926001,0.21512485094924072,0.13333333333333333,6.5,16.12,0.25,0.43,0.24,0.25,4.5
0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5
0.3688617844780152,0.23336451714194828,0.0,3.5,8.964,0.31,0.43,0.31,0.31,3.5
0.6721056391466618,0.3788941314723631,0.5714285714285714,2.5,6.673,0.68,0.7,0.68,0.68,5.0
0.3971907975758464,0.24752902369086388,0.0,3.5,9.047,0.34,0.48,0.34,0.34,4.0
0.3930744977172371,0.24547087376155924,0.0,4.5,10.232,0.3,0.43,0.32,0.32,3.5
0.3133802184089182,0.20562373410739979,0.0,2.5,11.0,0.39,0.43,0.36,0.4,3.5
0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5
0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5
0.382390117155654,0.2401286834807677,0.06666666666666667,14.0,33.822,0.16,0.48,0.17,0.19,3.5
0.7700044617164667,0.466211492863459,0.8,1.5,4.066,0.53,0.56,0.87,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0,5.0
0.6190861431871187,0.39133278867005167,0.4,1.5,3.781,0.54,0.58,0.46,0.62,5.0
0.7916478470081493,0.47694994171971683,0.6666666666666666,2.0,3.828,0.72,1.0,0.72,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.5486656569138207,0.3563933935575307,0.5,1.0,4.221,0.48,0.5,0.67,0.67,5.0
0.644681574576528,0.4040320603978739,0.5,1.0,3.249,0.58,0.55,0.33,0.58,5.0
0.21132174654448677,0.18671425320955862,0.0,1.0,5.368,0.23,0.26,0.23,0.23,0.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0,5.0
0.644681574576528,0.4040320603978739,0.5,1.0,3.249,0.58,0.55,0.33,0.58,5.0
0.19367761030451586,0.17789218508957316,0.0,0.5,4.604,0.12,0.25,0.12,0.12,2.5
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.5021248406230473,0.3333019885517239,0.4,1.5,4.581,0.41,0.46,0.69,0.69,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0,5.0
0.5279987176791328,0.3461394121680125,0.18181818181818182,4.5,9.439,0.27,0.62,0.27,0.47,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0
0.7390848515127325,0.4508706093392985,0.6666666666666666,2.0,4.338,0.68,1.0,0.68,1.0,5.0
0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0
0.5217854486025431,0.34305667481847374,0.4,1.5,3.84,0.44,0.38,0.5,0.5,5.0
0.8500989434216187,0.505950678017169,0.8,1.5,4.834,0.74,1.0,0.74,1.0,5.0
0.7390848515127325,0.4508706093392985,0.6666666666666666,2.0,4.338,0.68,1.0,0.68,1.0,5.0
0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
0.8789320423751198,0.520256330959483,0.8,1.5,2.334,0.79,1.0,0.79,1.0,5.0
0.32688986513353313,0.23830585933926413,0.0,0.75,8.415,0.41,0.45,0.37,0.37,2.0
0.4285849919654933,0.28915342275524425,0.125,3.0,16.773,0.27,0.52,0.3,0.35,4.5
0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0
0.8039930999323884,0.4764882511906423,0.7272727272727273,1.75,7.33,0.64,0.67,0.64,0.88,5.0
0.7501176191547695,0.44990968067368364,0.5714285714285714,2.5,10.736,0.56,0.67,0.56,0.88,5.0
0.43049560801345615,0.29010873077922567,0.2,1.5,8.163,0.51,0.53,0.48,0.48,3.5
0.4150460859164796,0.28238396973073737,0.13333333333333333,2.75,16.824,0.27,0.44,0.32,0.4,4.0
0.772074843603406,0.46074191140167764,0.7272727272727273,1.75,6.461,0.63,0.67,0.71,0.88,5.0
0.684335359001769,0.41702860627338206,0.5,1.0,5.796,0.52,0.56,0.52,0.71,4.0
0.5513703922937173,0.3518610487555646,0.2,1.5,7.352,0.51,0.52,0.57,0.57,5.0
0.6892010730927285,0.41985751794974346,0.6,1.5,6.736,0.69,0.67,0.69,0.71,5.0
0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0
0.47548686397388057,0.3126043587594379,0.25,1.0,7.57,0.52,0.54,0.48,0.58,3.0
0.7292848701169435,0.4395033618309694,0.5714285714285714,0.75,5.042,0.6,0.65,0.72,0.79,4.0
0.5924686899965482,0.3721362089556279,0.3333333333333333,3.5,14.362,0.28,0.44,0.35,0.62,5.0
0.5580061068096153,0.355134667916741,0.26666666666666666,2.75,13.221,0.36,0.52,0.34,0.62,5.0
0.38127258358948346,0.2654972185672393,0.18181818181818182,1.75,9.932,0.28,0.37,0.49,0.49,4.0
0.2833306584618262,0.2165262560034107,0.0,7.75,40.859,0.22,0.48,0.19,0.23,4.5
0.5354773511727015,0.3425996023588483,0.5,1.0,6.644,0.42,0.44,0.58,0.58,4.5
0.5291294371188212,0.33942564533190817,0.3076923076923077,2.25,8.753,0.34,0.44,0.46,0.58,4.5
0.8366616523999086,0.4931917529724519,0.8888888888888888,1.25,4.841,0.68,0.78,0.87,0.88,3.5
0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0
0.4771911112166365,0.3134564823808158,0.2857142857142857,0.75,6.994,0.44,0.44,0.44,0.44,3.5
0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0
0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0
0.772074843603406,0.46074191140167764,0.7272727272727273,1.75,6.461,0.63,0.67,0.71,0.88,5.0
0.772074843603406,0.46074191140167764,0.7272727272727273,1.75,6.461,0.63,0.67,0.71,0.88,5.0
0.6979353885278337,0.42416644689772864,0.6666666666666666,1.25,6.968,0.75,0.78,0.66,0.71,5.0
0.6069730884379506,0.3792917121867197,0.3,4.0,17.168,0.3,0.59,0.33,0.71,5.0
0.4362656929949959,0.2843584568593505,0.11764705882352941,0.889,17.059,0.41,0.51,0.4,0.47,2.0
0.7592713059682966,0.4458612633460008,0.3076923076923077,0.444,14.522,0.39,0.68,0.39,0.76,3.0
0.7220863698442684,0.42577303862834326,0.631578947368421,1.111,13.969,0.46,0.46,0.54,0.68,5.0
0.5441523644015851,0.33830179256264514,0.5294117647058824,0.889,15.937,0.53,0.59,0.45,0.56,4.5
0.38489545558356825,0.2586733381536367,0.14285714285714285,0.556,17.499,0.33,0.52,0.29,0.37,4.0
0.32381272942796496,0.22813197507583508,0.0,0.667,18.026,0.34,0.45,0.34,0.41,2.5
0.5653701948330341,0.35133285549800686,0.38095238095238093,1.333,16.309,0.37,0.38,0.43,0.46,5.0
0.5620507133193572,0.3497561017790104,0.5,0.556,16.202,0.35,0.58,0.35,0.76,5.0
0.5304638886346005,0.3314575546791528,0.2727272727272727,0.222,17.202,0.22,0.77,0.2,0.76,2.0
0.6001145926429328,0.366282906683319,0.4375,0.778,15.353,0.42,0.49,0.46,0.52,4.5
0.48240009969749387,0.3074256602105995,0.0,0.889,16.603,0.34,0.38,0.35,0.36,3.0
0.4661345485035579,0.2992928846136315,0.2727272727272727,0.222,17.537,0.17,0.62,0.15,0.63,2.5
0.12577476190683,0.12911299131526757,0.0,0.111,18.79,0.04,0.67,0.05,0.08,1.5
0.7874005227814996,0.45679726127352804,0.4,1.222,11.686,0.48,0.52,0.59,0.67,5.0
0.4364280519812672,0.2844396363524862,0.0,0.556,17.059,0.29,0.39,0.3,0.31,2.5
0.5836555123572946,0.3580533665404999,0.3,1.222,15.652,0.39,0.49,0.47,0.53,3.5
0.20388791932615413,0.16816957002492963,0.0,0.333,18.57,0.25,0.4,0.22,0.26,2.0
0.5677076731212601,0.3500794469224826,0.3,1.222,17.535,0.37,0.37,0.5,0.53,2.5
0.6789049497056963,0.4056780852147007,0.23076923076923078,0.444,14.879,0.38,0.6,0.38,0.48,1.0
0.44028772798913973,0.28636947435642246,0.23076923076923078,0.444,17.107,0.37,0.5,0.4,0.5,3.0
0.21031677590615497,0.17138399831493004,0.0,0.111,18.584,0.05,0.5,0.07,0.11,2.0
0.43749891950117703,0.28497507011244105,0.25,0.333,17.338,0.27,0.63,0.25,0.59,3.5
0.31300764384739843,0.22272943228555178,0.0,0.222,18.056,0.15,0.42,0.13,0.19,2.5
0.6743727173144692,0.4031090536766886,0.6666666666666666,0.667,14.027,0.52,0.75,0.59,0.85,5.0
0.6809826154441883,0.4067169180839467,0.5384615384615384,0.444,14.792,0.44,0.63,0.48,0.89,4.0
0.4228244386684461,0.2776378296960756,0.0,0.778,17.164,0.33,0.44,0.35,0.39,4.0
0.4487468750242638,0.2905990478739845,0.23076923076923078,0.444,17.058,0.34,0.52,0.34,0.44,2.0
0.5341952639611145,0.33332324234240984,0.3333333333333333,0.667,16.04,0.43,0.54,0.38,0.44,4.5
0.795524608752921,0.4639879147383131,0.41379310344827586,2.222,14.961,0.49,0.54,0.58,0.7,4.5
0.5033638341729219,0.30609916357805517,0.15384615384615385,1.6,17.306,0.41,0.58,0.35,0.46,4.5
0.6879278964680908,0.3977277609458572,0.2727272727272727,3.4,18.568,0.33,0.56,0.33,0.74,5.0
0.4018316684857616,0.2559800843546122,0.2222222222222222,0.8,14.494,0.35,0.36,0.27,0.37,5.0
0.6399262278357876,0.3739451160325796,0.3888888888888889,2.6,30.443,0.3,0.53,0.27,0.69,5.0
0.5077725644187625,0.30846898279414453,0.13333333333333333,2.0,14.104,0.28,0.44,0.35,0.41,5.0
0.5886255838582066,0.3485279787891418,0.2,2.0,12.846,0.46,0.5,0.42,0.46,5.0
0.4410860265022013,0.2754288344627574,0.0,1.8,16.941,0.29,0.39,0.31,0.36,5.0
0.5277556853891449,0.31836971091128846,0.18181818181818182,1.2,10.063,0.39,0.42,0.39,0.42,5.0
0.42793077904755344,0.26891100731477274,0.13333333333333333,2.0,16.277,0.31,0.44,0.34,0.39,5.0
0.60540909924263,0.3568434477750607,0.4090909090909091,3.4,26.77,0.29,0.56,0.32,0.78,5.0
0.7966293675778283,0.4515843989047726,0.5384615384615384,1.6,6.561,0.47,0.58,0.55,0.78,5.0
0.5228107513635427,0.31582262217336565,0.25,0.6,6.501,0.46,0.5,0.43,0.43,4.5
0.26523537244783657,0.1883028285903676,0.0,0.8,9.679,0.4,0.39,0.37,0.38,5.0
0.5128273932537922,0.3108309431184904,0.18181818181818182,1.2,7.474,0.35,0.39,0.43,0.46,4.0
0.3760784847209376,0.243220552398404,0.0,1.2,8.923,0.28,0.31,0.38,0.39,5.0
0.6679684375585758,0.38783875630432474,0.38461538461538464,1.6,8.187,0.48,0.53,0.5,0.53,5.0
0.6862423180829587,0.39689263347322357,0.4444444444444444,2.6,14.419,0.36,0.61,0.41,0.74,5.0
0.41407300555720583,0.2620451104491005,0.0,1.2,12.671,0.31,0.34,0.29,0.33,5.0
0.3562145758901237,0.23337888847768257,0.0,1.0,9.809,0.38,0.42,0.41,0.41,5.0
0.3549891949245464,0.23191184395386746,0.0,0.8,15.175,0.4,0.4,0.4,0.43,3.5
0.6103498841035234,0.359592188543356,0.4,1.0,6.437,0.6,0.58,0.54,0.54,3.5
0.5858661525142153,0.3471608059868916,0.3125,2.2,19.101,0.36,0.58,0.36,0.53,5.0
0.5618509844102741,0.3352623817899389,0.2857142857142857,1.8,11.087,0.33,0.47,0.4,0.55,5.0
0.46939400564010253,0.28945415139926295,0.0,2.8,14.02,0.3,0.39,0.32,0.34,5.0
0.6412364777608442,0.37459428531363054,0.21428571428571427,1.8,21.949,0.36,0.53,0.28,0.45,5.0
0.21792400201885484,0.1633792475010217,0.0,0.2,6.984,0.14,0.5,0.14,0.14,0.0
0.5961014710157353,0.3522319410626447,0.14285714285714285,1.8,11.953,0.4,0.5,0.35,0.45,5.0
0.6127939110666785,0.36050228636061193,0.35294117647058826,2.4,22.19,0.37,0.56,0.35,0.5,5.0
0.6580165975752253,0.3829080719489375,0.21052631578947367,2.8,23.178,0.29,0.47,0.3,0.39,5.0
0.3336498188031553,0.25087209566383556,0.0,3.75,15.202,0.36,0.46,0.34,0.31,2.0
0.501622188346928,0.3348582804357219,0.16666666666666666,2.0,11.304,0.34,0.43,0.43,0.46,4.0
0.8270718925322365,0.49768620922137885,0.6363636363636364,1.75,6.534,0.56,0.73,0.6,0.8,5.0
0.6205715069328314,0.3960244809262871,0.24,5.25,23.8,0.26,0.62,0.28,0.8,5.0
0.5594851580785751,0.36378976530154555,0.6666666666666666,0.5,7.195,0.21,0.45,0.33,0.53,2.0
0.4344983495447159,0.30129636103461593,0.16666666666666666,2.0,10.18,0.36,0.43,0.36,0.37,3.0
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.84,0.74,0.84,1.0,5.0
0.7786717090583112,0.4738584265880617,0.6666666666666666,1.25,5.457,0.38,0.4,0.65,0.8,5.0
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.84,0.74,0.84,1.0,5.0
0.8325038208905734,0.5002990967075447,0.6666666666666666,0.5,5.743,0.58,1.0,0.58,1.0,3.5
0.8803424078556504,0.5239116936882903,0.75,1.0,4.145,0.57,0.57,0.81,0.8,5.0
0.4612343769118184,0.31466437471816716,0.2727272727272727,1.75,9.579,0.41,0.49,0.45,0.52,4.5
0.35463712227852723,0.2613657474015216,0.0,2.0,11.237,0.36,0.43,0.34,0.32,3.5
0.5273845948324396,0.34773948367847773,0.2857142857142857,0.75,7.425,0.4,0.43,0.4,0.48,3.0
0.7787882381299892,0.47391579474642637,0.46153846153846156,2.25,8.138,0.47,0.73,0.56,0.8,5.0
0.5192027063044476,0.34364853941448176,0.3333333333333333,0.5,7.417,0.38,0.64,0.29,0.53,4.5
0.4912488924206492,0.3296716324725825,0.25,2.0,10.902,0.32,0.38,0.41,0.42,4.5
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.53,0.63,0.84,1.0,5.0
0.3120061607188947,0.24005026662170528,0.0,1.75,11.26,0.33,0.41,0.4,0.43,2.5
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.53,0.63,0.84,1.0,5.0
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.84,0.74,0.84,1.0,5.0
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.84,0.74,0.84,1.0,5.0
0.6015634444702151,0.38482890849736545,0.36363636363636365,1.75,9.521,0.53,0.62,0.6,0.61,3.5
0.7576760016837811,0.46288518710414855,0.3333333333333333,2.0,9.046,0.5,0.54,0.48,0.54,4.5
0.27109232191848104,0.21959334722149848,0.0,1.5,10.52,0.33,0.35,0.31,0.34,2.0
0.9231060616815007,0.5449645694179396,0.8571428571428571,0.75,3.421,0.84,0.74,0.84,1.0,5.0
0.6581921288561305,0.41314325069032315,0.6666666666666666,0.5,6.634,0.52,0.69,0.52,1.0,4.5
0.8564387342002431,0.5121437312733206,0.75,1.0,4.567,0.5,0.49,0.72,0.85,5.0
0.5629791562363454,0.36767132366032473,0.42857142857142855,0.75,7.378,0.46,0.5,0.46,0.55,5.0
0.6012349527405462,0.3846646626325311,0.36363636363636365,1.75,9.3,0.44,0.54,0.42,0.6,4.5
0.607939699652865,0.36743323251347165,0.26666666666666666,0.5,15.276,0.42,0.51,0.48,0.57,3.0
0.4773131994708355,0.3021199824224569,0.3333333333333333,0.5,16.87,0.39,0.49,0.39,0.56,2.5
0.7735850480588153,0.45025590671644683,0.45454545454545453,1.2,12.35,0.53,0.57,0.55,0.61,4.5
0.6857102941228841,0.40631852974848115,0.4166666666666667,1.4,15.899,0.5,0.51,0.49,0.56,4.5
0.7669170899585493,0.4450321667650544,0.5909090909090909,1.2,13.078,0.53,0.54,0.61,0.68,5.0
0.5655299368077177,0.346228351090898,0.18181818181818182,1.2,16.044,0.47,0.48,0.4,0.44,4.5
0.5560859223585614,0.34150634386631984,0.14285714285714285,0.4,16.427,0.37,0.61,0.34,0.43,3.5
0.6339066873459148,0.38041672635999657,0.23529411764705882,0.7,14.858,0.43,0.47,0.39,0.48,4.5
0.6426299233602343,0.3847783443671563,0.3888888888888889,0.8,14.888,0.46,0.46,0.44,0.58,4.0
0.6324193250989737,0.379673045236526,0.7058823529411765,0.7,15.566,0.61,0.61,0.58,0.68,4.0
0.3097443274689277,0.21833554642150302,0.16666666666666666,0.2,18.301,0.31,0.6,0.31,0.3,4.5
0.6040497549294213,0.3659251754651922,0.15384615384615385,0.3,15.666,0.29,0.47,0.35,0.46,5.0
0.5526371414483487,0.33978195341121353,0.2,0.5,16.291,0.36,0.58,0.36,0.44,4.5
0.7577459044582637,0.442336334916171,0.42857142857142855,1.8,15.041,0.47,0.54,0.48,0.57,2.0
0.45830271199819217,0.29261473868613525,0.0,0.9,18.214,0.37,0.39,0.36,0.36,3.5
0.6928372340266368,0.40905052245526835,0.3888888888888889,0.8,14.061,0.41,0.46,0.4,0.53,5.0
0.39129745286330825,0.2591121091186933,0.0,0.4,17.693,0.22,0.5,0.19,0.25,4.5
0.44451788288526434,0.28572232412967136,0.1,1.0,17.444,0.43,0.52,0.44,0.5,4.5
0.5819467498348576,0.35518943013354703,0.47058823529411764,0.7,15.735,0.49,0.56,0.43,0.61,5.0
0.7543261964349625,0.44062648090452033,0.6190476190476191,1.1,12.792,0.56,0.6,0.57,0.69,4.5
0.6068775498562687,0.36690215761517353,0.375,0.6,15.947,0.41,0.57,0.38,0.55,4.0
0.7298231066706393,0.4270150891680696,0.46153846153846156,1.6,14.784,0.45,0.47,0.47,0.55,5.0
0.43467189797219175,0.28079933167313503,0.0,0.4,17.347,0.24,0.46,0.24,0.3,2.0
0.5630240228278272,0.3459983913015608,0.35294117647058826,0.7,15.878,0.39,0.45,0.38,0.48,5.0
0.6765979441008233,0.40116286734844464,0.5,1.0,14.47,0.48,0.55,0.45,0.66,5.0
0.7158849716578949,0.4214058685159866,0.45454545454545453,1.2,13.581,0.48,0.5,0.5,0.6,4.5
0.29752840727646307,0.21222758632527067,0.18181818181818182,0.1,18.586,0.13,0.78,0.13,0.19,4.5
0.8787653369400547,0.5028460511570665,0.625,0.6,10.869,0.47,0.56,0.58,0.88,4.5
0.46187471261437796,0.29686872634074263,0.25,0.6,17.096,0.4,0.47,0.41,0.49,5.0
0.5992027728753474,0.36306476912471286,0.18518518518518517,1.7,17.83,0.4,0.41,0.43,0.44,4.0
0.6848977304721632,0.4240978216374291,0.21739130434782608,0.917,16.295,0.4,0.41,0.39,0.43,2.5
