cos_sim,cos_wm_sim,alignment,length_ratio,distances,fuzzy_ratio,fuzzy_partial_ratio,fuzzy_token_sort,fuzzy_token_set,Score,cos_sim_qd,cos_wm_sim_qd,alignment_qd,length_ratio_qd,distances_qd,fuzzy_ratio_qd,fuzzy_partial_ratio_qd,fuzzy_token_sort_qd,fuzzy_token_set_qd
0.8760495951086877,0.5189489698116785,0.9230769230769231,1.167,5.298,0.91,0.98,0.91,0.91,5.0,0.9148579010849519,0.539328489955645,1.0,1.0,3.83,0.98,0.98,0.98,0.98
0.41376655500035076,0.2884755284828634,0.0,1.333,10.141,0.39,0.39,0.45,0.45,2.0,0.33686412089639234,0.25129022493089775,0.0,1.0,9.46,0.44,0.42,0.39,0.39
0.5037852270999624,0.33348486453266923,0.4,0.667,8.868,0.5,0.54,0.5,0.48,4.5,0.5656290695304688,0.365672699247936,0.5,0.333,7.325,0.41,0.77,0.38,0.76
0.5025316029002561,0.3328580524328161,0.0,1.5,11.146,0.38,0.45,0.44,0.44,2.0,0.4071276022143925,0.28642196558989785,0.0,1.0,10.154,0.42,0.42,0.44,0.44
0.5815676010288339,0.37237605149710495,0.17391304347826086,2.833,20.163,0.32,0.45,0.32,0.4,4.5,0.5602340176387228,0.362975173302063,0.19047619047619047,2.5,13.636,0.37,0.47,0.34,0.4
0.8760495951086877,0.5189489698116785,0.9230769230769231,1.167,5.298,0.91,0.98,0.91,0.91,5.0,0.9148579010849519,0.539328489955645,1.0,1.0,3.83,0.98,0.98,0.98,0.98
0.5401700559177637,0.3516772789415699,0.0,1.667,10.611,0.34,0.41,0.37,0.37,2.0,0.5401700559177637,0.35294319244158345,0.0,1.667,10.611,0.34,0.41,0.37,0.37
0.41067891490480113,0.2869317084350886,0.0,1.167,9.646,0.39,0.4,0.41,0.41,2.0,0.34703185124634095,0.25637409010587214,0.0,1.0,9.688,0.42,0.44,0.42,0.42
0.5111160234294586,0.3371502626974173,0.0,3.167,20.001,0.29,0.45,0.31,0.34,2.5,0.4884630370959289,0.3270896830306661,0.0,3.0,17.975,0.31,0.41,0.33,0.35
0.9148579010849519,0.5379219194000743,1.0,1.0,3.83,0.98,0.98,0.98,0.98,5.0,0.9148579010849519,0.539328489955645,1.0,1.0,3.83,0.98,0.98,0.98,0.98
0.9148579010849519,0.5379219194000743,1.0,1.0,3.83,0.98,0.98,0.98,0.98,5.0,0.9148579010849519,0.539328489955645,1.0,1.0,3.83,0.98,0.98,0.98,0.98
0.5146458433340498,0.338915172649713,0.0,1.167,10.342,0.36,0.39,0.38,0.39,1.5,0.37481194584874566,0.27026413740707445,0.0,0.5,8.482,0.29,0.41,0.29,0.29
0.3911802774543521,0.27718238970986403,0.0,0.833,11.042,0.42,0.41,0.38,0.42,2.5,0.2915679170393594,0.22864212300238132,0.0,0.5,10.878,0.38,0.4,0.34,0.32
0.9148579010849519,0.5379219194000743,1.0,1.0,3.83,0.98,0.98,0.98,0.98,5.0,0.9148579010849519,0.539328489955645,1.0,1.0,3.83,0.98,0.98,0.98,0.98
0.48616048877995055,0.32467249537266335,0.0,1.833,11.338,0.36,0.39,0.41,0.41,2.0,0.4188720428713763,0.2922941859183898,0.0,1.333,10.175,0.38,0.4,0.38,0.38
0.539961520703967,0.3515730113346715,0.2222222222222222,2.0,12.212,0.36,0.43,0.45,0.52,3.0,0.48407810780324095,0.3248972183843221,0.25,1.667,10.171,0.41,0.42,0.53,0.55
0.4035349256918001,0.2833597138285881,0.16666666666666666,1.0,8.772,0.4,0.44,0.4,0.4,3.0,0.3397278792235937,0.25272210409449847,0.18181818181818182,0.833,8.747,0.41,0.45,0.39,0.39
0.5801918942625519,0.371688198113964,0.0,5.667,30.687,0.22,0.43,0.22,0.24,2.5,0.5595432317019177,0.36262978033366045,0.0,5.0,26.583,0.23,0.43,0.23,0.25
0.6509923929396955,0.38286500706334475,0.2222222222222222,3.0,23.721,0.34,0.47,0.37,0.5,3.5,0.6108507337459104,0.359843743838146,0.17142857142857143,2.889,22.531,0.34,0.45,0.35,0.38
0.6679102838444619,0.3910860362747422,0.23076923076923078,0.444,12.475,0.43,0.47,0.4,0.51,4.0,0.6679102838444619,0.3881538365571542,0.23076923076923078,0.444,12.475,0.43,0.47,0.4,0.51
0.7213051207108298,0.417808266454246,0.6470588235294118,0.889,11.461,0.47,0.5,0.71,0.75,4.5,0.5410434479975644,0.324736397039531,0.2857142857142857,0.556,13.916,0.47,0.53,0.55,0.64
0.7696122442553023,0.4424966149618026,0.29411764705882354,2.778,31.074,0.35,0.56,0.37,0.48,3.0,0.6840153657960331,0.3967795888672068,0.17857142857142858,2.111,25.919,0.34,0.48,0.37,0.37
0.6910470686405422,0.4028007314074047,0.5625,0.778,11.997,0.46,0.48,0.61,0.67,3.0,0.47455070201126465,0.2915983344581227,0.15384615384615385,0.444,14.567,0.42,0.5,0.4,0.51
0.5525852017095483,0.33359602287562484,0.14285714285714285,0.556,13.807,0.41,0.44,0.43,0.46,2.0,0.4451579306934776,0.2769624925743852,0.0,0.444,14.793,0.39,0.43,0.36,0.42
0.40091927078322337,0.2577798852678862,0.0,0.333,15.11,0.38,0.48,0.36,0.43,3.5,0.40091927078322337,0.2548139945492722,0.0,0.333,15.11,0.38,0.48,0.36,0.43
0.4369577132572815,0.27583446249365867,0.18181818181818182,0.222,15.051,0.31,0.59,0.31,0.64,4.0,0.4369577132572815,0.27284379864190833,0.18181818181818182,0.222,15.051,0.31,0.59,0.31,0.64
0.3402637985729203,0.22779663729686928,0.0,0.222,15.511,0.28,0.41,0.26,0.31,2.0,0.3402637985729203,0.22486639147282883,0.0,0.222,15.511,0.28,0.41,0.26,0.31
0.4789750484908966,0.3015660295741309,0.18181818181818182,0.222,14.783,0.26,0.6,0.32,0.57,5.0,0.4789750484908966,0.2971633925447236,0.18181818181818182,0.222,14.783,0.26,0.6,0.32,0.57
0.6981673942823159,0.40668998099972514,0.2,0.667,11.929,0.46,0.48,0.46,0.49,2.5,0.6981673942823159,0.40375764523605157,0.2,0.667,11.929,0.46,0.48,0.46,0.49
0.6453777642402169,0.37987980486520995,0.21428571428571427,0.556,12.608,0.48,0.57,0.48,0.5,3.5,0.5400776925862012,0.3242936017724399,0.0,0.444,13.879,0.43,0.54,0.42,0.41
0.40850922563061776,0.26160681071866265,0.0,0.333,15.01,0.35,0.4,0.35,0.42,2.0,0.40850922563061776,0.2586841089158518,0.0,0.333,15.01,0.35,0.4,0.35,0.42
0.3466786085156439,0.23107277515462504,0.0,0.111,15.681,0.16,0.5,0.18,0.23,3.0,0.3466786085156439,0.22817581355996755,0.0,0.111,15.681,0.16,0.5,0.18,0.23
0.6471639563600566,0.38099608288081843,0.35,1.222,13.14,0.55,0.53,0.52,0.57,1.5,0.4937508672600191,0.30132329749517534,0.11764705882352941,0.889,14.648,0.43,0.46,0.4,0.52
0.7620417441302454,0.4290678862835433,0.32,1.778,17.397,0.46,0.56,0.51,0.6,5.0,0.6738937097938825,0.3849938691153619,0.25,1.222,15.155,0.48,0.51,0.45,0.49
0.5028483707984004,0.3089278495303212,0.15384615384615385,0.444,14.218,0.49,0.54,0.44,0.5,3.5,0.40401793517073875,0.2565653129077277,0.0,0.333,15.043,0.38,0.48,0.36,0.43
0.5022386463910291,0.30850410465229827,0.08695652173913043,1.556,15.933,0.38,0.43,0.44,0.45,1.5,0.4392742364070237,0.27400463806808306,0.0,1.444,16.458,0.36,0.39,0.4,0.39
0.4073202015122762,0.26127259489813354,0.0,0.333,14.918,0.35,0.4,0.35,0.42,2.5,0.4073202015122762,0.2583401820383657,0.0,0.333,14.918,0.35,0.4,0.35,0.42
0.6123392547959585,0.3632840339724587,0.28,1.778,15.023,0.45,0.54,0.47,0.48,1.5,0.5230831026420009,0.31570099365849447,0.08695652173913043,1.556,15.866,0.42,0.46,0.44,0.44
0.4008684234002974,0.25748679137338665,0.0,0.333,15.019,0.38,0.48,0.36,0.43,3.0,0.4008684234002974,0.2545370679964879,0.0,0.333,15.019,0.38,0.48,0.36,0.43
0.47973068294613574,0.30210425605070534,0.18181818181818182,0.222,14.745,0.3,0.6,0.32,0.57,5.0,0.47973068294613574,0.29768119542516114,0.18181818181818182,0.222,14.745,0.3,0.6,0.32,0.57
0.4023838006567231,0.25844467585782166,0.0,0.333,15.038,0.38,0.48,0.36,0.43,3.5,0.4023838006567231,0.25550773648266134,0.0,0.333,15.038,0.38,0.48,0.36,0.43
0.4369402210648624,0.27577768034232963,0.11764705882352941,0.889,17.529,0.39,0.38,0.35,0.43,1.0,0.3791222523800136,0.24392443078444878,0.0,0.778,17.816,0.37,0.39,0.31,0.33
0.6387844842048976,0.37648944667838063,0.5357142857142857,2.111,18.492,0.43,0.46,0.45,0.49,2.5,0.6151190951203087,0.361756903590322,0.48148148148148145,2.0,18.069,0.42,0.42,0.42,0.45
0.7217864660329827,0.4186712536279417,0.23076923076923078,0.444,11.462,0.53,0.61,0.53,0.53,3.5,0.40350370404830876,0.256627356369277,0.0,0.333,15.078,0.38,0.48,0.36,0.43
0.5197410973498798,0.31756615882850603,0.14285714285714285,1.333,15.112,0.47,0.47,0.47,0.51,2.0,0.4161655665123098,0.2628432548048935,0.1111111111111111,1.0,15.593,0.37,0.4,0.4,0.42
0.3795999121363041,0.24729860263596895,0.2,0.111,15.451,0.14,1.0,0.14,1.0,3.0,0.3795999121363041,0.24437046115422442,0.2,0.111,15.451,0.14,1.0,0.14,1.0
0.6437877909131278,0.379550054641937,0.25925925925925924,2.0,15.865,0.42,0.49,0.43,0.39,1.5,0.5784621311810147,0.34397371721587405,0.15384615384615385,1.889,16.723,0.43,0.51,0.4,0.38
0.3927005415043397,0.24563240031322672,0.05128205128205128,18.5,50.238,0.12,0.52,0.11,0.14,4.5,0.3927005415043397,0.24528389565511052,0.05128205128205128,18.5,50.238,0.12,0.52,0.11,0.14
0.38157168156821225,0.24377629081324154,0.0,14.5,40.232,0.15,0.43,0.12,0.15,5.0,0.3681515994454865,0.23704891294514793,0.0,14.0,38.829,0.15,0.43,0.12,0.16
0.48803818440195135,0.29330122176203255,0.0,6.0,13.733,0.27,0.43,0.27,0.27,3.5,0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33
0.5008653762347193,0.29971481767841646,0.08333333333333333,11.0,30.616,0.17,0.48,0.17,0.21,2.5,0.5034158536330396,0.3006415517194605,0.08695652173913043,10.5,29.687,0.17,0.48,0.18,0.22
0.41909207859863334,0.2588281688603735,0.0,4.5,11.025,0.3,0.48,0.3,0.3,3.5,0.42039666121252894,0.25913195550920515,0.0,4.0,10.169,0.32,0.48,0.29,0.29
0.47071251703190076,0.28463838807700725,0.0,7.0,23.014,0.2,0.43,0.2,0.23,1.0,0.3396798959417254,0.21877357287380333,0.0,5.5,14.385,0.26,0.39,0.28,0.28
0.48945471073232066,0.2940094849272172,0.36363636363636365,4.5,14.194,0.27,0.52,0.25,0.27,4.0,0.48945471073232066,0.293660980269101,0.36363636363636365,4.5,14.194,0.27,0.52,0.25,0.27
0.4789700300743448,0.2887671445982293,0.125,7.0,20.533,0.21,0.48,0.23,0.26,2.5,0.4789700300743448,0.2884186399401131,0.125,7.0,20.533,0.21,0.48,0.23,0.26
0.5559863179945626,0.32727528855833815,0.4,1.5,5.994,0.64,0.65,0.64,0.65,3.0,0.5559863179945626,0.32692678390022195,0.4,1.5,5.994,0.64,0.65,0.64,0.65
0.38479946032127754,0.24168185972169565,0.4,1.5,6.491,0.37,0.39,0.61,0.61,4.0,0.38479946032127754,0.24133335506357945,0.4,1.5,6.491,0.37,0.39,0.61,0.61
0.4783392698136579,0.28893449866111615,0.09090909090909091,15.5,36.004,0.12,0.43,0.12,0.15,5.0,0.4913486996106921,0.2945408930222439,0.09375,15.0,34.16,0.13,0.48,0.12,0.15
0.40583372587562794,0.25219899249887084,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5,0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33
0.40341058598305746,0.2509874225525856,0.0,3.0,9.533,0.32,0.35,0.32,0.32,2.0,0.40341058598305746,0.2506389178944694,0.0,3.0,9.533,0.32,0.35,0.32,0.32
0.4747979046218074,0.28668108187196056,0.2222222222222222,3.5,11.447,0.38,0.48,0.33,0.35,3.5,0.4747979046218074,0.28633257721384436,0.2222222222222222,3.5,11.447,0.38,0.48,0.33,0.35
0.42240520323932407,0.2604847311807189,0.18181818181818182,4.5,12.646,0.29,0.48,0.31,0.32,4.5,0.42240520323932407,0.2601362265226027,0.18181818181818182,4.5,12.646,0.29,0.48,0.31,0.32
0.4553146248574347,0.278189664348212,0.038461538461538464,25.0,65.589,0.08,0.57,0.09,0.65,5.0,0.4257390579147865,0.26392306023082124,0.04,24.0,62.456,0.09,0.57,0.09,0.65
0.31136811642455214,0.20496618777333295,0.11764705882352941,7.5,16.562,0.25,0.48,0.24,0.25,4.5,0.31136811642455214,0.20461768311521675,0.11764705882352941,7.5,16.562,0.25,0.48,0.24,0.25
0.48628964472666264,0.29242695192438817,0.16666666666666666,5.0,14.773,0.33,0.61,0.33,0.65,3.5,0.48628964472666264,0.29207844726627197,0.16666666666666666,5.0,14.773,0.33,0.61,0.33,0.65
0.4898525993110269,0.2942084292165703,0.15789473684210525,8.5,21.511,0.2,0.48,0.19,0.23,4.0,0.4898525993110269,0.2938599245584541,0.15789473684210525,8.5,21.511,0.2,0.48,0.19,0.23
0.3323824520926001,0.21547335560735692,0.13333333333333333,6.5,16.12,0.25,0.43,0.24,0.25,4.5,0.3323824520926001,0.21512485094924072,0.13333333333333333,6.5,16.12,0.25,0.43,0.24,0.25
0.40583372587562794,0.25219899249887084,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5,0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33
0.3688617844780152,0.23371302180006448,0.0,3.5,8.964,0.31,0.43,0.31,0.31,3.5,0.3688617844780152,0.23336451714194828,0.0,3.5,8.964,0.31,0.43,0.31,0.31
0.65605960620297,0.3718706556427952,0.3333333333333333,5.0,11.772,0.41,0.7,0.41,0.65,5.0,0.6721056391466618,0.3788941314723631,0.5714285714285714,2.5,6.673,0.68,0.7,0.68,0.68
0.3971907975758464,0.24787752834898008,0.0,3.5,9.047,0.34,0.48,0.34,0.34,4.0,0.3971907975758464,0.24752902369086388,0.0,3.5,9.047,0.34,0.48,0.34,0.34
0.3930744977172371,0.24581937841967544,0.0,4.5,10.232,0.3,0.43,0.32,0.32,3.5,0.3930744977172371,0.24547087376155924,0.0,4.5,10.232,0.3,0.43,0.32,0.32
0.3745414256779396,0.23655284240002666,0.0,3.0,11.653,0.33,0.43,0.33,0.36,3.5,0.3133802184089182,0.20562373410739979,0.0,2.5,11.0,0.39,0.43,0.36,0.4
0.40583372587562794,0.25219899249887084,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5,0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33
0.40583372587562794,0.25219899249887084,0.0,3.5,9.207,0.31,0.43,0.33,0.33,3.5,0.40583372587562794,0.25185048784075464,0.0,3.5,9.207,0.31,0.43,0.33,0.33
0.41120241200055385,0.2548833355613338,0.06451612903225806,14.5,36.747,0.16,0.48,0.16,0.19,3.5,0.382390117155654,0.2401286834807677,0.06666666666666667,14.0,33.822,0.16,0.48,0.17,0.19
0.7700044617164667,0.463189402746369,0.8,1.5,4.066,0.53,0.56,0.87,1.0,5.0,0.7700044617164667,0.466211492863459,0.8,1.5,4.066,0.53,0.56,0.87,1.0
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,0.62,0.62,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0
0.5019332189270015,0.3301848245931343,0.25,3.0,7.049,0.33,0.54,0.33,0.47,5.0,0.6190861431871187,0.39133278867005167,0.4,1.5,3.781,0.54,0.58,0.46,0.62
0.6601508783155068,0.4086851248282004,0.5,3.0,6.448,0.52,1.0,0.52,1.0,5.0,0.7916478470081493,0.47694994171971683,0.6666666666666666,2.0,3.828,0.72,1.0,0.72,1.0
0.8681438030840529,0.5118816144249022,0.8,1.5,2.433,0.81,1.0,0.81,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.5486656569138207,0.35337130344044076,0.5,1.0,4.221,0.48,0.5,0.67,0.67,5.0,0.5486656569138207,0.3563933935575307,0.5,1.0,4.221,0.48,0.5,0.67,0.67
0.644681574576528,0.401009970280784,0.5,1.0,3.249,0.58,0.55,0.33,0.58,5.0,0.644681574576528,0.4040320603978739,0.5,1.0,3.249,0.58,0.55,0.33,0.58
0.21132174654448677,0.1838040923560646,0.0,1.0,5.368,0.23,0.26,0.23,0.23,0.0,0.21132174654448677,0.18671425320955862,0.0,1.0,5.368,0.23,0.26,0.23,0.23
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.702178543123192,0.429537312367398,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0,0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0
0.7261574516016567,0.4414345400355594,0.6666666666666666,2.0,4.36,0.55,0.69,0.65,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0
0.644681574576528,0.401009970280784,0.5,1.0,3.249,0.58,0.55,0.33,0.58,5.0,0.644681574576528,0.4040320603978739,0.5,1.0,3.249,0.58,0.55,0.33,0.58
0.19367761030451586,0.17498202423607914,0.0,0.5,4.604,0.12,0.25,0.12,0.12,2.5,0.19367761030451586,0.17789218508957316,0.0,0.5,4.604,0.12,0.25,0.12,0.12
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.49551815702763746,0.3270019669584499,0.2857142857142857,2.5,6.017,0.42,0.62,0.51,0.51,5.0,0.5021248406230473,0.3333019885517239,0.4,1.5,4.581,0.41,0.46,0.69,0.69
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,0.62,0.62,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,0.62,0.62,1.0,1.0
0.5279987176791328,0.3431173220509225,0.18181818181818182,4.5,9.439,0.27,0.62,0.27,0.47,5.0,0.5279987176791328,0.3461394121680125,0.18181818181818182,4.5,9.439,0.27,0.62,0.27,0.47
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.702178543123192,0.429537312367398,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0,0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0
0.6766907972222709,0.4168914692088641,0.5,3.0,6.273,0.5,1.0,0.5,1.0,5.0,0.7390848515127325,0.4508706093392985,0.6666666666666666,2.0,4.338,0.68,1.0,0.68,1.0
0.702178543123192,0.429537312367398,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0,5.0,0.702178543123192,0.43255940248448793,0.6666666666666666,0.5,2.767,0.47,1.0,0.47,1.0
0.5217854486025431,0.34003458470138376,0.4,1.5,3.84,0.44,0.38,0.5,0.5,5.0,0.5217854486025431,0.34305667481847374,0.4,1.5,3.84,0.44,0.38,0.5,0.5
0.8500989434216187,0.502928587900079,0.8,1.5,4.834,0.74,1.0,0.74,1.0,5.0,0.8500989434216187,0.505950678017169,0.8,1.5,4.834,0.74,1.0,0.74,1.0
0.6766907972222709,0.4168914692088641,0.5,3.0,6.273,0.5,1.0,0.5,1.0,5.0,0.7390848515127325,0.4508706093392985,0.6666666666666666,2.0,4.338,0.68,1.0,0.68,1.0
0.9999999999999999,0.5773025736639681,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,0.9999999999999999,0.5803246637810581,1.0,1.0,0.0,1.0,1.0,1.0,1.0
0.8789320423751198,0.517234240842393,0.8,1.5,2.334,0.79,1.0,0.79,1.0,5.0,0.8789320423751198,0.520256330959483,0.8,1.5,2.334,0.79,1.0,0.79,1.0
0.3420027386988792,0.24401961343416834,0.0,1.0,9.701,0.38,0.41,0.48,0.48,2.0,0.32688986513353313,0.23830585933926413,0.0,0.75,8.415,0.41,0.45,0.37,0.37
0.4285849919654933,0.28731074006747537,0.125,3.0,16.773,0.27,0.52,0.3,0.35,4.5,0.4285849919654933,0.28915342275524425,0.125,3.0,16.773,0.27,0.52,0.3,0.35
0.8086904801206535,0.47684009721656634,0.8888888888888888,1.25,5.302,0.66,0.78,0.84,0.88,5.0,0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98
0.7744023771544537,0.4599246330865745,0.6666666666666666,2.0,8.915,0.57,0.67,0.57,0.88,5.0,0.8039930999323884,0.4764882511906423,0.7272727272727273,1.75,7.33,0.64,0.67,0.64,0.88
0.6909947691736638,0.41877687981605144,0.5333333333333333,2.75,14.641,0.47,0.67,0.47,0.88,5.0,0.7501176191547695,0.44990968067368364,0.5714285714285714,2.5,10.736,0.56,0.67,0.56,0.88
0.43049560801345615,0.28826604809145684,0.2,1.5,8.163,0.51,0.53,0.48,0.48,3.5,0.43049560801345615,0.29010873077922567,0.2,1.5,8.163,0.51,0.53,0.48,0.48
0.43323725726276086,0.28963687271610916,0.125,3.0,17.708,0.28,0.44,0.3,0.39,4.0,0.4150460859164796,0.28238396973073737,0.13333333333333333,2.75,16.824,0.27,0.44,0.32,0.4
0.7374444266483411,0.4416920441702256,0.6666666666666666,2.0,8.039,0.56,0.67,0.64,0.88,5.0,0.772074843603406,0.46074191140167764,0.7272727272727273,1.75,6.461,0.63,0.67,0.71,0.88
0.684335359001769,0.4151859235856133,0.5,1.0,5.796,0.52,0.56,0.52,0.71,4.0,0.684335359001769,0.41702860627338206,0.5,1.0,5.796,0.52,0.56,0.52,0.71
0.5513703922937173,0.34989552055527784,0.2,1.5,7.352,0.51,0.52,0.57,0.57,5.0,0.5513703922937173,0.3518610487555646,0.2,1.5,7.352,0.51,0.52,0.57,0.57
0.6892010730927285,0.41789198974945674,0.6,1.5,6.736,0.69,0.67,0.69,0.71,5.0,0.6892010730927285,0.41985751794974346,0.6,1.5,6.736,0.69,0.67,0.69,0.71
0.8822916589087686,0.5131500120853698,1.0,1.0,3.498,0.76,0.78,0.98,0.98,5.0,0.8822916589087686,0.5151155402856565,1.0,1.0,3.498,0.76,0.78,0.98,0.98
0.47548686397388057,0.31076167607166905,0.25,1.0,7.57,0.52,0.54,0.48,0.58,3.0,0.47548686397388057,0.3126043587594379,0.25,1.0,7.57,0.52,0.54,0.48,0.58
0.7292848701169435,0.4376606791432005,0.5714285714285714,0.75,5.042,0.6,0.65,0.72,0.79,4.0,0.7292848701169435,0.4395033618309694,0.5714285714285714,0.75,5.042,0.6,0.65,0.72,0.79
0.5813358133542089,0.364678461611787,0.3157894736842105,3.75,16.063,0.27,0.48,0.33,0.62,5.0,0.5924686899965482,0.3721362089556279,0.3333333333333333,3.5,14.362,0.28,0.44,0.35,0.62
0.5458924181982125,0.34719305333482886,0.25,3.0,16.379,0.31,0.52,0.3,0.62,5.0,0.5580061068096153,0.355134667916741,0.26666666666666666,2.75,13.221,0.36,0.52,0.34,0.62
0.38127258358948346,0.26365453587947046,0.18181818181818182,1.75,9.932,0.28,0.37,0.49,0.49,4.0,0.38127258358948346,0.2654972185672393,0.18181818181818182,1.75,9.932,0.28,0.37,0.49,0.49
0.2833306584618262,0.21468357331564186,0.0,7.75,40.859,0.22,0.48,0.19,0.23,4.5,0.2833306584618262,0.2165262560034107,0.0,7.75,40.859,0.22,0.48,0.19,0.23
0.5354773511727015,0.34075691967107946,0.5,1.0,6.644,0.42,0.44,0.58,0.58,4.5,0.5354773511727015,0.3425996023588483,0.5,1.0,6.644,0.42,0.44,0.58,0.58
0.5291294371188212,0.33758296264413934,0.3076923076923077,2.25,8.753,0.34,0.44,0.46,0.58,4.5,0.5291294371188212,0.33942564533190817,0.3076923076923077,2.25,8.753,0.34,0.44,0.46,0.58
0.8366616523999086,0.4913490702846831,0.8888888888888888,1.25,4.841,0.68,0.78,0.87,0.88,3.5,0.8366616523999086,0.4931917529724519,0.8888888888888888,1.25,4.841,0.68,0.78,0.87,0.88
